latency_MAE,latency_RMSE,latency_MAPE
0.12579439734611694,0.2632395421823089,0.1465796408941003
0.1077851883718584,0.21679003388148677,0.1283840794345218
0.1328823236909341,0.2904063795376755,0.14715802577353015
0.10705686017384819,0.2177542366472331,0.19642797668681222
0.10219171965556813,0.23632372398743934,0.11536947508518858
0.11514209784766516,0.24490278324722872,0.1467838395748306
0.011961559916420356,0.028311780307085397,0.027532292064100725
