Transaction Arrival Rate,Block Size,Orderer,pre_Latency,pre_Throughput
55,310,9,1.302543919,54.20320455
55,315,3,1.271692937,52.14533788
55,315,5,1.301362865,52.04337407
55,315,7,1.301940029,52.2629572
55,315,9,1.299865024,51.95346471
55,320,3,1.300567501,54.01608678
55,320,5,1.299894207,52.24181691
55,320,7,1.295513599,52.1342928
55,320,9,1.299384134,53.91159002
55,325,3,1.271923416,51.95665151
55,325,5,1.301332252,54.10823613
55,325,7,1.298391335,51.9892336
55,325,9,1.295911329,51.72475225
55,330,3,1.268806689,52.17022725
55,330,5,1.297635572,54.33105565
55,330,7,1.300451725,52.10986348
55,330,9,1.298764103,56.39983617
55,335,3,1.292596452,52.18235265
55,335,5,1.274506443,52.7001917
55,335,7,1.299553459,52.14343511
55,335,9,1.293159597,52.34672033
55,340,3,1.265471571,54.4421198
55,340,5,1.302806204,54.36175786
55,340,7,1.301302355,52.17617742
55,340,9,1.301968925,51.87937185
55,345,3,1.301105445,52.12938939
55,345,5,1.29998049,51.45816823
55,345,7,1.301403873,52.19005147
55,345,9,1.265567272,52.59162923
55,350,3,1.297443216,52.47605306
55,350,5,1.294837659,52.29061757
55,350,7,1.29807133,55.02160054
55,350,9,1.301221817,54.3166689
55,355,3,1.270444505,51.94522115
55,355,5,1.304530924,52.0689356
55,355,7,1.271147912,51.8220049
55,355,9,1.299361007,51.82942601
55,360,3,1.302209132,51.99925634
55,360,5,1.299978512,54.25758458
55,360,7,1.303575151,52.18612615
55,360,9,1.29797055,54.23902608
55,365,3,1.301550668,51.94876806
55,365,5,1.272823375,52.15272847
55,365,7,1.302613132,54.1815302
55,365,9,1.303619712,54.08386174
55,370,3,1.268498247,52.14574071
55,370,5,1.295361703,52.02115728
55,370,7,1.304806988,51.57169362
55,370,9,1.29676606,52.26621572
55,375,3,1.302933519,53.10695668
55,375,5,1.29726197,52.10977041
55,375,7,1.270728581,52.22796193
55,375,9,1.295642607,54.09643651
55,380,3,1.267558401,52.20807973
55,380,5,1.273838632,50.49210912
55,380,7,1.294052713,54.45367833
55,380,9,1.292381351,53.69204274
55,385,3,1.271925538,56.68850805
55,385,5,1.303762501,54.13377477
55,385,7,1.297805422,51.673308
55,385,9,1.301676553,51.87177678
55,390,3,1.303878706,54.47769872
55,390,5,1.299308055,54.36239415
55,390,7,1.300349181,52.14256688
55,390,9,1.273558395,54.25503789
55,395,3,1.300138037,54.21901342
55,395,5,1.298013084,52.23450567
55,395,7,1.297577064,52.18514959
55,395,9,1.302355974,52.23733007
55,400,3,1.301952999,52.12915593
55,400,5,1.274531906,54.22545873
55,400,7,1.298602884,54.19681493
55,400,9,1.302628153,52.12792531
55,405,3,1.242421603,54.35749614
55,405,5,1.301760984,54.89059932
55,405,7,1.274146509,52.30291469
55,405,9,1.303098059,52.85380123
55,410,3,1.276821158,53.19954525
55,410,5,1.311805079,53.31985394
55,410,7,1.311956761,51.29077297
55,410,9,1.311810396,53.1963287
55,415,3,1.308482311,50.5355064
55,415,5,1.310047076,51.72716366
55,415,7,1.311500738,51.82178036
55,415,9,1.305387209,51.15910794
55,420,3,1.306973837,51.6895332
55,420,5,1.310702393,51.33709408
55,420,7,1.308912132,55.45017849
55,420,9,1.303564022,51.34733578
55,425,3,1.302352927,51.36906048
55,425,5,1.310825608,53.19267422
55,425,7,1.31193733,51.83518444
55,425,9,1.280661914,53.27584149
55,430,3,1.31225519,51.6828323
55,430,5,1.308931778,53.88206555
55,430,7,1.305454061,52.93052059
55,430,9,1.281192443,53.88135678
55,435,3,1.24688246,50.82255093
55,435,5,1.308828042,51.4139999
55,435,7,1.305287452,53.13434902
55,435,9,1.278877779,52.8603851
55,440,3,1.28093464,53.31582867
55,440,5,1.279961248,52.10154568
55,440,7,1.279253049,53.32067715
55,440,9,1.27469544,51.93846661
55,445,3,1.308545585,51.14844204
55,445,5,1.303499504,53.31564556
55,445,7,1.310651441,53.71797329
55,445,9,1.308308979,52.11399914
55,450,3,1.309018965,55.5481918
55,450,5,1.301921602,51.2582954
55,450,7,1.307939478,53.37530972
55,450,9,1.308325048,55.03614804
55,455,3,1.303566833,53.73458782
55,455,5,1.30742683,53.16844326
55,455,7,1.30996861,53.35080868
55,455,9,1.297149487,51.18752438
55,460,3,1.306320544,51.36936947
55,460,5,1.305825444,50.70718228
55,460,7,1.276868435,51.30606533
55,460,9,1.305605336,51.05381924
55,465,3,1.300250049,51.36370693
55,465,5,1.298802324,51.32601773
55,465,7,1.311379285,51.2294685
55,465,9,1.273123212,53.24777676
55,470,3,1.307834335,53.71833264
55,470,5,1.28040063,51.0650108
55,470,7,1.282681032,51.51268078
55,470,9,1.243634315,55.25533444
55,475,3,1.269242545,51.88033749
55,475,5,1.304494043,51.28323666
55,475,7,1.30290422,53.2870277
55,475,9,1.309435864,51.24862362
55,480,3,1.300262685,53.3568298
55,480,5,1.27379901,51.34706722
55,480,7,1.305729933,51.07353588
55,480,9,1.310540696,55.23093716
55,485,3,1.310333248,55.24408261
55,485,5,1.27013702,51.26714703
55,485,7,1.309336134,51.37538601
55,485,9,1.308192821,53.78355023
55,490,3,1.30686092,51.45623165
55,490,5,1.3069375,51.40072933
55,490,7,1.306600614,51.36499478
55,490,9,1.308306833,51.11559674
55,495,3,1.307023187,53.43795468
55,495,5,1.306099649,51.22820431
55,495,7,1.310409351,51.27191159
55,495,9,1.302022501,51.94521682
55,500,3,1.31015267,52.15608261
55,500,5,1.309278722,52.13737152
55,500,7,1.273378535,51.44410903
55,500,9,1.305840989,51.75495498
55,505,3,1.303966399,53.45036056
55,505,5,1.302262254,52.01067092
55,505,7,1.309264513,54.0308728
55,505,9,1.306848236,54.14093215
55,510,3,1.305667539,51.92998016
55,510,5,1.30414619,51.97993743
55,510,7,1.304545732,56.19481552
55,510,9,1.311406012,51.82562835
55,515,3,1.272359343,51.84865768
55,515,5,1.279294105,52.11702011
55,515,7,1.275234504,51.77334945
55,515,9,1.30605969,51.99636276
55,520,3,1.282678218,52.699384
55,520,5,1.308392616,53.99743621
55,520,7,1.307792922,51.97417953
55,520,9,1.271823664,52.42398803
55,525,3,1.303546281,52.88639114
55,525,5,1.308665367,53.90393493
55,525,7,1.273504491,52.25076721
55,525,9,1.306531187,54.61419723
55,530,3,1.307533546,51.95099838
55,530,5,1.307597991,52.23615081
55,530,7,1.309958382,53.86318252
55,530,9,1.307229324,54.79621704
55,535,3,1.310052057,54.00144775
55,535,5,1.305752512,52.28197524
55,535,7,1.307054301,52.0494992
55,535,9,1.309531279,52.07669647
55,540,3,1.301822658,52.0200568
55,540,5,1.308546539,51.98885029
55,540,7,1.295187088,51.92220371
55,540,9,1.308262535,52.18701694
55,545,3,1.309928032,51.92153233
55,545,5,1.281921127,53.4967635
55,545,7,1.275122264,55.99022434
55,545,9,1.312289455,52.28264683
55,550,3,1.311513594,52.22695606
55,550,5,1.310226849,53.93642795
55,550,7,1.311038831,52.1658324
55,550,9,1.306470039,54.05893467
55,555,3,1.309712723,54.18224094
55,555,5,1.302657822,52.52974537
55,555,7,1.3090987,54.04352024
55,555,9,1.307821682,52.02287662
55,560,3,1.313074759,52.07170628
55,560,5,1.313194659,56.01189182
55,560,7,1.277441576,52.05183323
55,560,9,1.30580416,53.16342228
55,565,3,1.308194235,51.36337955
55,565,5,1.253385714,51.99907902
55,565,7,1.302368954,52.30473316
55,565,9,1.276368478,54.11597813
55,570,3,1.282889774,54.10158222
55,570,5,1.278242043,54.98714359
55,570,7,1.305879334,54.46956852
55,570,9,1.304950955,53.98230656
55,575,3,1.309494808,53.72503574
55,575,5,1.31154044,51.85301197
55,575,7,1.307460764,51.80903309
55,575,9,1.310155514,51.97724445
55,580,3,1.313469961,55.97619999
55,580,5,1.27613211,52.26142338
55,580,7,1.282900169,53.95477741
55,580,9,1.309326389,52.07656696
55,585,3,1.313104966,51.93495396
55,585,5,1.31277788,51.73816746
55,585,7,1.308500531,52.08554523
55,585,9,1.305337432,52.00978306
55,590,3,1.303050354,52.08655765
55,590,5,1.2998668,54.41022323
55,590,7,1.309656982,56.33753723
55,590,9,1.304475908,54.49727081
55,595,3,1.275917868,54.94639801
55,595,5,1.306303624,54.34868606
55,595,7,1.246048359,54.05229553
55,595,9,1.304616145,54.40569442
55,600,3,1.313425617,54.29692672
55,600,5,1.302922873,56.09615387
55,600,7,1.30354207,58.09544738
55,600,9,1.305816774,53.97705902
55,605,3,1.309030418,54.47660965
55,605,5,1.309030108,56.15204834
55,605,7,1.271206764,56.81837829
55,605,9,1.273316054,54.20302032
55,610,3,1.307361988,54.2456633
55,610,5,1.304661731,54.56658691
55,610,7,1.301220302,54.18923324
55,610,9,1.305443148,54.24965423
55,615,3,1.306941942,53.73085464
55,615,5,1.308042602,56.4127745
55,615,7,1.304060296,54.27041916
55,615,9,1.278827314,54.73685135
55,620,3,1.304355029,54.21578735
55,620,5,1.270029716,54.02753509
55,620,7,1.270491342,54.98587555
55,620,9,1.303341893,54.34369873
55,625,3,1.302448444,54.37557434
55,625,5,1.303636841,56.14520095
55,625,7,1.308800439,54.16294769
55,625,9,1.305119638,54.22050995
55,630,3,1.31170433,55.2347525
55,630,5,1.27326353,54.34264511
55,630,7,1.304797773,56.262789
55,630,9,1.301039819,56.34913086
55,635,3,1.303895573,54.45059723
55,635,5,1.309081606,58.32795013
55,635,7,1.305081181,54.5040213
55,635,9,1.248723726,54.17860931
55,640,3,1.248171667,60.32891143
55,640,5,1.303799991,56.28832611
55,640,7,1.305477289,56.11653656
55,640,9,1.306719474,54.71807388
55,645,3,1.277313761,54.3523291
55,645,5,1.303917531,54.98924774
55,645,7,1.304537229,54.38529724
55,645,9,1.301297097,53.75432724
55,650,3,1.301228647,54.36192993
55,650,5,1.271588592,54.40603546
55,650,7,1.303158883,54.20649704
55,650,9,1.308716087,54.34738601
55,655,3,1.306017737,54.48395904
55,655,5,1.273211197,56.35641693
55,655,7,1.274940972,54.3907904
55,655,9,1.27127469,56.32143615
55,660,3,1.309124831,56.56390594
55,660,5,1.302644281,54.27290481
55,660,7,1.308712606,55.01656936
55,660,9,1.271569447,54.31337112
55,665,3,1.306304101,53.0365318
55,665,5,1.301130585,56.01668621
55,665,7,1.306332282,54.01000592
55,665,9,1.309032325,56.02391125
55,670,3,1.319610362,55.11134015
55,670,5,1.317252546,57.47867718
55,670,7,1.290280586,55.71834546
55,670,9,1.253963476,55.55621319
55,675,3,1.288227034,55.46404019
55,675,5,1.315453601,55.67229519
55,675,7,1.319575953,55.30134259
55,675,9,1.313840961,57.69196835
55,680,3,1.316313767,55.40856839
55,680,5,1.315913343,57.81801053
55,680,7,1.289019108,57.45091839
55,680,9,1.256049037,55.96372357
55,685,3,1.304825449,56.0742941
55,685,5,1.319512057,57.4799368
55,685,7,1.311697626,55.75652829
55,685,9,1.28412292,55.54039898
55,690,3,1.285068083,59.58420086
55,690,5,1.284710336,57.60901471
55,690,7,1.315805578,55.60584851
55,690,9,1.313397002,55.46605206
55,695,3,1.313982797,54.6819273
55,695,5,1.318431258,55.82374707
55,695,7,1.28483007,55.57610379
55,695,9,1.291738248,55.4864584
55,700,3,1.289834976,55.68735333
55,700,5,1.317326331,57.48481198
55,700,7,1.304605961,59.21667614
55,700,9,1.280684614,55.57269803
55,705,3,1.287076116,55.23223629
55,705,5,1.313709426,55.44532071
55,705,7,1.316320086,55.88079968
55,705,9,1.315948248,57.47414074
55,710,3,1.318215632,55.94603253
55,710,5,1.315667653,56.51256238
55,710,7,1.280828309,57.96918927
55,710,9,1.313793921,55.39200802
55,715,3,1.285216141,55.39950085
55,715,5,1.313899994,55.34443722
55,715,7,1.313281512,55.30057278
55,715,9,1.320353389,56.04483624
55,720,3,1.288764262,55.23271695
55,720,5,1.312267971,54.38566113
55,720,7,1.286297631,55.72729855
55,720,9,1.314770913,55.54878903
55,725,3,1.317650962,55.72527218
55,725,5,1.314968991,56.54519101
55,725,7,1.310649991,55.58264218
55,725,9,1.3173666,57.84087277
55,730,3,1.320419979,57.43364239
55,730,5,1.320329022,55.71949521
55,730,7,1.318845749,55.59894467
55,730,9,1.319482207,55.48827649
55,735,3,1.312295556,55.54381314
55,735,5,1.319395137,55.54905072
55,735,7,1.31277442,57.55238629
55,735,9,1.316583109,57.91558667
55,740,3,1.318184876,57.48474103
55,740,5,1.285952687,55.33895245
55,740,7,1.310647511,55.54705945
55,740,9,1.316236424,55.64811383
55,745,3,1.316513658,56.14756909
55,745,5,1.288717723,57.49146405
55,745,7,1.312467098,57.60280514
55,745,9,1.316236329,55.40538769
55,750,3,1.30915854,57.26448117
55,750,5,1.27957015,55.4510809
55,750,7,1.282831335,55.42523098
55,750,9,1.290084958,59.36079693
55,755,3,1.318787169,54.96623364
55,755,5,1.320913386,55.60236035
55,755,7,1.318285537,55.35050488
55,755,9,1.317306185,54.74438458
55,760,3,1.314853549,55.50949688
55,760,5,1.315385222,55.45259533
55,760,7,1.313507009,56.28920575
55,760,9,1.316235876,55.73634015
55,765,3,1.290182328,55.3203909
55,765,5,1.320964551,55.63787137
55,765,7,1.317108822,54.80552197
55,765,9,1.315552306,55.60744229
55,770,3,1.313052511,55.69180432
55,770,5,1.315505075,55.78826809
55,770,7,1.318775368,55.73828869
55,770,9,1.311583352,55.73948803
55,775,3,1.314601302,55.66433468
55,775,5,1.317515492,55.58705807
55,775,7,1.316825271,55.5782774
55,775,9,1.318069887,55.33724041
55,780,3,1.30828557,57.6196539
55,780,5,1.3192909,55.71729794
55,780,7,1.319087267,57.78934613
55,780,9,1.286559057,57.77513409
55,785,3,1.312691665,55.54973889
55,785,5,1.282916617,54.68290158
55,785,7,1.319933796,57.80393429
55,785,9,1.320644402,57.57419873
55,790,3,1.315765214,55.22461529
55,790,5,1.315886569,56.36318722
55,790,7,1.282499313,55.75965252
55,790,9,1.287438035,54.40696316
55,795,3,1.319201112,55.7226347
55,795,5,1.320427656,55.69722424
55,795,7,1.25673852,54.63080349
55,795,9,1.312359357,55.67613049
55,800,3,1.319733357,55.69588376
55,800,5,1.284855103,57.53879681
55,800,7,1.320525956,55.67638989
55,800,9,1.319304299,55.55362683
60,10,3,1.298099236,57.27769892
60,10,5,1.268472557,55.54853327
60,10,7,1.299809151,55.40224649
60,10,9,1.298367958,55.53307535
60,15,3,1.296972399,55.38425867
60,15,5,1.268121033,59.03333933
60,15,7,1.293387537,57.26403543
60,15,9,1.265301518,57.32791025
60,20,3,1.30312336,55.22430078
60,20,5,1.290219622,54.65703165
60,20,7,1.29660037,55.1601597
60,20,9,1.300446896,54.51480371
60,25,3,1.270720939,57.27797586
60,25,5,1.258793955,55.39768869
60,25,7,1.293692617,56.56088449
60,25,9,1.293739395,55.23189814
60,30,3,1.298281984,55.41456797
60,30,5,1.269662456,55.8963421
60,30,7,1.265613441,55.34190409
60,30,9,1.293234663,57.32901804
60,35,3,1.294451361,57.02000543
60,35,5,1.237573223,57.25421869
60,35,7,1.299298243,55.54112894
60,35,9,1.296512251,55.31345179
60,40,3,1.265286569,55.42423746
60,40,5,1.297448091,57.21770822
60,40,7,1.296108465,59.08640329
60,40,9,1.297092204,55.54476663
60,45,3,1.267016868,58.96484262
60,45,5,1.292603426,55.43193094
60,45,7,1.29603651,55.48583872
60,45,9,1.29950326,55.44267542
60,50,3,1.262593632,57.3533169
60,50,5,1.290218525,57.46292612
60,50,7,1.29705904,57.28282511
60,50,9,1.298287182,55.33548395
60,55,3,1.298981218,55.43747446
60,55,5,1.270047669,57.26097452
60,55,7,1.300357036,57.37705118
60,55,9,1.263574343,57.35178186
60,60,3,1.234738688,57.29312097
60,60,5,1.298496108,55.33309519
60,60,7,1.265711479,55.27417337
60,60,9,1.299589615,55.08675348
60,65,3,1.267629294,55.29328424
60,65,5,1.298050909,59.01397898
60,65,7,1.299517302,54.6392811
60,65,9,1.29616888,55.41918985
60,70,3,1.297687654,55.45702936
60,70,5,1.27083302,57.28713724
60,70,7,1.267381077,55.52308695
60,70,9,1.300602703,55.43911096
60,75,3,1.296950607,57.17058298
60,75,5,1.285233335,55.53065683
60,75,7,1.26953228,57.20914194
60,75,9,1.293948202,58.80136148
60,80,3,1.300446586,59.06586496
60,80,5,1.295305018,55.1696644
60,80,7,1.266418533,55.4167515
60,80,9,1.268740468,56.11015665
60,85,3,1.292811303,55.6217457
60,85,5,1.293271403,55.46650278
60,85,7,1.261867504,55.4884083
60,85,9,1.297044282,54.75859262
60,90,3,1.26420639,57.01104242
60,90,5,1.299869939,57.38868219
60,90,7,1.298772403,55.02581369
60,90,9,1.301029893,55.47069742
60,95,3,1.295861312,55.46590464
60,95,5,1.299497171,55.4745289
60,95,7,1.298331877,55.55095331
60,95,9,1.299503251,54.92546961
60,100,3,1.298678204,55.63916208
60,100,5,1.299091645,56.99966394
60,100,7,1.301287218,55.76115457
60,100,9,1.297542997,55.16674387
60,105,3,1.299635049,57.28873484
60,105,5,1.301586124,55.61684229
60,105,7,1.296626731,55.42458078
60,105,9,1.272475024,57.35843698
60,110,3,1.296256467,55.53633463
60,110,5,1.237953683,55.42034952
60,110,7,1.299582764,59.15491526
60,110,9,1.302817222,57.31327478
60,115,3,1.298395082,59.08279001
60,115,5,1.269541546,55.31712076
60,115,7,1.296238586,60.89873392
60,115,9,1.258236404,54.48354608
60,120,3,1.289580985,55.2537266
60,120,5,1.267747565,55.55708963
60,120,7,1.26900663,55.45533411
60,120,9,1.295404001,57.32164804
60,125,3,1.300588342,55.51056406
60,125,5,1.296677824,57.72720529
60,125,7,1.30206482,55.50256998
60,125,9,1.298729821,55.61834146
60,130,3,1.293873855,55.61243021
60,130,5,1.269692465,59.10446054
60,130,7,1.30184929,57.4048321
60,130,9,1.300346466,55.50623056
60,135,3,1.294148441,55.42444269
60,135,5,1.270826336,55.42489054
60,135,7,1.299145146,55.55390055
60,135,9,1.297311207,55.44081766
60,140,3,1.297468519,57.60335041
60,140,5,1.291396951,55.75107913
60,140,7,1.301849031,58.28449741
60,140,9,1.262281846,57.62528797
60,145,3,1.300057819,56.75136093
60,145,5,1.30957649,56.89338898
60,145,7,1.312705019,57.07985825
60,145,9,1.310347465,56.07097229
60,150,3,1.281794312,56.93163819
60,150,5,1.313307169,56.48076691
60,150,7,1.312606051,58.87039551
60,150,9,1.308435848,56.95659317
60,155,3,1.276194289,56.28680939
60,155,5,1.283390716,57.13386826
60,155,7,1.311693385,56.2894072
60,155,9,1.307303312,57.07972397
60,160,3,1.305898455,58.67612061
60,160,5,1.304456571,58.79778656
60,160,7,1.312228611,58.80716919
60,160,9,1.280398539,56.93615097
60,165,3,1.309406212,58.89981369
60,165,5,1.281399801,58.55698609
60,165,7,1.309691933,59.23570084
60,165,9,1.308958605,57.17149414
60,170,3,1.277565864,58.61857666
60,170,5,1.309088018,59.15264115
60,170,7,1.311223772,57.13570084
60,170,9,1.309642294,57.09316086
60,175,3,1.310737422,61.07465805
60,175,5,1.313313559,57.02061829
60,175,7,1.305731538,57.13485016
60,175,9,1.310000112,56.67319397
60,180,3,1.278424313,57.14512467
60,180,5,1.275024774,58.77905564
60,180,7,1.282769468,57.5314032
60,180,9,1.282795337,57.38219208
60,185,3,1.30607517,57.0862349
60,185,5,1.279323748,57.02677063
60,185,7,1.281026557,58.88298172
60,185,9,1.28185766,58.76242279
60,190,3,1.297926071,60.27962784
60,190,5,1.309610513,57.18678345
60,190,7,1.307636097,57.35185456
60,190,9,1.309722879,56.5683226
60,195,3,1.275239757,57.1834372
60,195,5,1.310743812,57.03562149
60,195,7,1.28163853,59.50720658
60,195,9,1.25027006,57.03763565
60,200,3,1.303588155,57.05114884
60,200,5,1.309746864,56.64474778
60,200,7,1.283181456,57.16657471
60,200,9,1.309434655,56.97033753
60,205,3,1.308153894,57.05012726
60,205,5,1.308794167,59.21377854
60,205,7,1.310524681,56.52371735
60,205,9,1.309082892,56.76052079
60,210,3,1.306713345,56.92072663
60,210,5,1.279296902,57.06094193
60,210,7,1.303473785,56.73561158
60,210,9,1.312301257,60.57511429
60,215,3,1.313063004,58.84090866
60,215,5,1.309058264,57.03055939
60,215,7,1.282065704,57.21301331
60,215,9,1.302770188,56.33143753
60,220,3,1.281032899,58.08944535
60,220,5,1.309450319,56.21386551
60,220,7,1.311981895,58.33830246
60,220,9,1.308988169,56.7055632
60,225,3,1.310759786,57.15214295
60,225,5,1.276559856,57.08350663
60,225,7,1.304360321,56.75282273
60,225,9,1.314637616,58.58094086
60,230,3,1.280875996,57.12544312
60,230,5,1.309928253,57.03798813
60,230,7,1.27694619,58.93435044
60,230,9,1.312881258,60.62731613
60,235,3,1.309701183,58.97384629
60,235,5,1.270607498,58.58909745
60,235,7,1.308705261,57.89964432
60,235,9,1.306568673,58.84328217
60,240,3,1.314122227,57.08978714
60,240,5,1.312412289,57.59335541
60,240,7,1.276702145,56.86061386
60,240,9,1.249116638,57.17929978
60,245,3,1.277204254,57.08151383
60,245,5,1.304730967,56.92842926
60,245,7,1.305873707,57.82600159
60,245,9,1.311785963,58.91487259
60,250,3,1.31095517,57.87873749
60,250,5,1.307212165,56.40041947
60,250,7,1.307387379,58.78833603
60,250,9,1.306522158,56.95528244
60,255,3,1.308008173,57.12790055
60,255,5,1.312592652,57.14072098
60,255,7,1.309158638,56.71935181
60,255,9,1.306615045,57.21975159
60,260,3,1.2714165,58.82218308
60,260,5,1.312091711,60.6815184
60,260,7,1.282997683,57.82911286
60,260,9,1.281075266,57.34562363
60,265,3,1.308331755,55.95167221
60,265,5,1.30943065,57.13319077
60,265,7,1.309007457,57.25819992
60,265,9,1.281040457,57.25635666
60,270,3,1.307163957,62.45998062
60,270,5,1.307643726,57.18069367
60,270,7,1.313073042,57.15383515
60,270,9,1.312882641,56.96312622
60,275,3,1.310298627,57.16837982
60,275,5,1.306035321,58.78027634
60,275,7,1.283372515,56.9643805
60,275,9,1.311279958,57.2564589
60,280,3,1.274466055,58.64583954
60,280,5,1.309687155,57.17089829
60,280,7,1.313552826,58.88909287
60,280,9,1.281659787,57.18638901
60,285,3,1.307066005,58.87206406
60,285,5,1.275343722,57.6063147
60,285,7,1.311455339,58.91742844
60,285,9,1.30971021,57.14793381
60,290,3,1.246561664,56.84341034
60,290,5,1.309775727,57.69675736
60,290,7,1.308793514,57.17623581
60,290,9,1.307268327,57.13389878
60,295,3,1.309980624,57.14952683
60,295,5,1.278349965,56.85081925
60,295,7,1.309412807,58.52593827
60,295,9,1.309205239,60.62374405
60,300,3,1.314641731,56.0819365
60,300,5,1.30760793,57.51229309
60,300,7,1.276695293,56.94960923
60,300,9,1.307607573,57.13114762
60,305,3,1.302940171,56.72720017
60,305,5,1.31354317,57.18379425
60,305,7,1.273025315,59.37662644
60,305,9,1.281287187,57.2033133
60,310,3,1.308352082,57.05252594
60,310,5,1.312574714,58.91685471
60,310,7,1.311233228,56.99648728
60,310,9,1.312795323,58.97790207
60,315,3,1.27989754,57.16653809
60,315,5,1.277947348,57.25483002
60,315,7,1.308954042,58.91561569
60,315,9,1.30574333,58.80342926
60,320,3,1.313084977,58.9327269
60,320,5,1.305321043,58.95362229
60,320,7,1.312219995,57.28209671
60,320,9,1.273069256,57.12267136
60,325,3,1.276774233,58.97696671
60,325,5,1.310245221,57.11258606
60,325,7,1.308217734,55.68253311
60,325,9,1.308629697,57.06711869
60,330,3,1.278898566,57.17790665
60,330,5,1.3017888,57.1788794
60,330,7,1.312028974,57.25288834
60,330,9,1.280458635,60.60115189
60,335,3,1.308305877,57.1125235
60,335,5,1.30705685,58.91126999
60,335,7,1.313189262,57.65978684
60,335,9,1.275911682,58.86756577
60,340,3,1.312652677,58.95392746
60,340,5,1.307617896,57.0808638
60,340,7,1.306729549,58.83801026
60,340,9,1.312425273,57.35304093
60,345,3,1.310736268,57.27844528
60,345,5,1.312061804,56.97676224
60,345,7,1.308249372,57.26970505
60,345,9,1.312306016,58.91958908
60,350,3,1.305811923,58.94729294
60,350,5,1.313199371,57.93854965
60,350,7,1.272660964,57.12975907
60,350,9,1.283169835,57.39857239
60,355,3,1.313142102,58.75396256
60,355,5,1.311063307,56.35186295
60,355,7,1.314504378,57.15652756
60,355,9,1.303583067,56.90235352
60,360,3,1.307529252,58.92104325
60,360,5,1.310340684,58.81785874
60,360,7,1.310793155,57.07523331
60,360,9,1.283421605,57.0778891
60,365,3,1.307485526,57.31234726
60,365,5,1.312170928,57.118051
60,365,7,1.313246291,57.34579987
60,365,9,1.277917975,57.094039
60,370,3,1.310615461,56.93057846
60,370,5,1.30683729,58.77947983
60,370,7,1.311264365,57.19932389
60,370,9,1.24739899,56.95251221
60,375,3,1.275278848,59.2405455
60,375,5,1.306687587,57.22978958
60,375,7,1.311743038,57.33640122
60,375,9,1.274086874,56.67957138
60,380,3,1.308226007,56.90818848
60,380,5,1.279428285,60.48512253
60,380,7,1.309574168,57.34735016
60,380,9,1.282131713,56.25760025
60,385,3,1.309405225,57.23274903
60,385,5,1.304167407,58.92935471
60,385,7,1.306530564,58.96926712
60,385,9,1.308124607,57.36142563
60,390,3,1.307063883,58.97187485
60,390,5,1.310994928,56.94726776
60,390,7,1.305058187,56.84451203
60,390,9,1.305165094,57.17554993
60,395,3,1.313553589,57.11429428
60,395,5,1.277320068,57.75770096
60,395,7,1.277941888,56.97135605
60,395,9,1.309013813,57.12914566
60,400,3,1.309373086,57.24239334
60,400,5,1.313266843,57.33352494
60,400,7,1.307919257,57.05501999
60,400,9,1.279869931,58.97139115
60,405,3,1.314837017,58.46640225
60,405,5,1.310329499,56.46525861
60,405,7,1.312169327,58.26028424
60,405,9,1.312679686,59.15414182
60,410,3,1.289729791,56.88213758
60,410,5,1.317263441,58.70570936
60,410,7,1.31930192,57.16500883
60,410,9,1.321579461,56.49040403
60,415,3,1.286374192,59.29932356
60,415,5,1.312829595,58.73332929
60,415,7,1.313003116,60.47176771
60,415,9,1.318179183,56.35890074
60,420,3,1.315356879,56.92974271
60,420,5,1.286069207,56.52019911
60,420,7,1.317045789,60.38758344
60,420,9,1.316404968,60.32658949
60,425,3,1.309940772,57.10748777
60,425,5,1.311091428,57.05390043
60,425,7,1.288830095,58.60490064
60,425,9,1.284250551,56.91255064
60,430,3,1.282722717,56.74741468
60,430,5,1.287584477,57.86523771
60,430,7,1.282391362,57.02936964
60,430,9,1.287583022,56.90315199
60,435,3,1.31011868,56.99095258
60,435,5,1.284350114,56.08357801
60,435,7,1.319196706,56.96636457
60,435,9,1.313819604,56.78306989
60,440,3,1.320935731,58.68247785
60,440,5,1.281559973,56.97540159
60,440,7,1.317304521,58.73193464
60,440,9,1.315474277,56.33212003
60,445,3,1.314831786,58.62845869
60,445,5,1.285697465,60.42357435
60,445,7,1.315351444,56.97486372
60,445,9,1.319269758,56.82087354
60,450,3,1.316548877,56.76714201
60,450,5,1.281547551,56.63660001
60,450,7,1.256486469,58.10876417
60,450,9,1.316370635,58.75969953
60,455,3,1.320582609,56.77842512
60,455,5,1.317789607,57.66441831
60,455,7,1.312872606,57.3381938
60,455,9,1.310807567,57.34897337
60,460,3,1.311330991,58.6292964
60,460,5,1.314512115,56.59679975
60,460,7,1.320880251,56.1335864
60,460,9,1.313049798,58.69775343
60,465,3,1.314253693,58.55265379
60,465,5,1.289343791,60.32132978
60,465,7,1.319473462,56.19229688
60,465,9,1.283585053,58.60524549
60,470,3,1.313513904,58.44517545
60,470,5,1.319571762,58.67437086
60,470,7,1.313476806,57.58255186
60,470,9,1.259885173,56.91501875
60,475,3,1.317077809,56.99859266
60,475,5,1.3171701,58.5787425
60,475,7,1.319625573,56.70508985
60,475,9,1.322345238,57.54268293
60,480,3,1.317368036,56.91323499
60,480,5,1.314579611,57.04153623
60,480,7,1.290473919,58.65458936
60,480,9,1.32040463,57.00493421
60,485,3,1.317090159,56.8475749
60,485,5,1.313275056,56.53552961
60,485,7,1.290025215,55.11693525
