,Number
2014-09-27 17:02:00,14625
2014-09-27 17:04:00,16325
2014-09-27 17:06:00,14815
2014-09-27 17:08:00,16030
2014-09-27 17:10:00,15620
2014-09-27 17:12:00,15929
2014-09-27 17:14:00,17242
2014-09-27 17:16:00,16935
2014-09-27 17:18:00,14518
2014-09-27 17:20:00,17850
2014-09-27 17:22:00,17036
2014-09-27 17:24:00,15933
2014-09-27 17:26:00,18247
2014-09-27 17:28:00,15719
2014-09-27 17:30:00,16225
2014-09-27 17:32:00,15529
2014-09-27 17:34:00,15330
2014-09-27 17:36:00,14625
2014-09-27 17:38:00,12901
2014-09-27 17:40:00,13209
2014-09-27 17:42:00,13605
2014-09-27 17:44:00,13912
2014-09-27 17:46:00,16536
2014-09-27 17:48:00,16128
2014-09-27 17:50:00,15632
2014-09-27 17:52:00,14821
2014-09-27 17:54:00,21678
2014-09-27 17:56:00,18652
2014-09-27 17:58:00,20468
2014-09-27 18:00:00,17037
2014-09-27 18:02:00,16745
2014-09-27 18:04:00,20066
2014-09-27 18:06:00,17653
2014-09-27 18:08:00,15120
2014-09-27 18:10:00,13110
2014-09-27 18:12:00,18057
2014-09-27 18:14:00,16836
2014-09-27 18:16:00,16842
2014-09-27 18:18:00,17043
2014-09-27 18:20:00,15023
2014-09-27 18:22:00,18550
2014-09-27 18:24:00,21479
2014-09-27 18:26:00,17445
2014-09-27 18:28:00,18558
2014-09-27 18:30:00,20160
2014-09-27 18:32:00,20377
2014-09-27 18:34:00,17349
2014-09-27 18:36:00,16435
2014-09-27 18:38:00,18753
2014-09-27 18:40:00,17858
2014-09-27 18:42:00,15829
2014-09-27 18:44:00,17343
2014-09-27 18:46:00,16240
2014-09-27 18:48:00,16636
2014-09-27 18:50:00,18860
2014-09-27 18:52:00,15839
2014-09-27 18:54:00,19661
2014-09-27 18:56:00,16227
2014-09-27 18:58:00,18455
2014-09-27 19:00:00,18359
2014-09-27 19:02:00,17845
2014-09-27 19:04:00,17141
2014-09-27 19:06:00,20161
2014-09-27 19:08:00,21984
2014-09-27 19:10:00,18845
2014-09-27 19:12:00,18645
2014-09-27 19:14:00,20269
2014-09-27 19:16:00,20881
2014-09-27 19:18:00,17637
2014-09-27 19:20:00,17039
2014-09-27 19:22:00,16640
2014-09-27 19:24:00,16442
2014-09-27 19:26:00,15314
2014-09-27 19:28:00,17143
2014-09-27 19:30:00,17747
2014-09-27 19:32:00,17544
2014-09-27 19:34:00,17650
2014-09-27 19:36:00,17545
2014-09-27 19:38:00,15428
2014-09-27 19:40:00,16436
2014-09-27 19:42:00,16835
2014-09-27 19:44:00,16331
2014-09-27 19:46:00,17948
2014-09-27 19:48:00,18950
2014-09-27 19:50:00,17248
2014-09-27 19:52:00,14223
2014-09-27 19:54:00,18856
2014-09-27 19:56:00,17341
2014-09-27 19:58:00,17149
2014-09-27 20:00:00,15628
2014-09-27 20:02:00,17343
2014-09-27 20:04:00,18150
2014-09-27 20:06:00,18959
2014-09-27 20:08:00,17039
2014-09-27 20:10:00,14416
2014-09-27 20:12:00,18152
2014-09-27 20:14:00,15026
2014-09-27 20:16:00,19057
2014-09-27 20:18:00,16631
2014-09-27 20:20:00,15334
2014-09-27 20:22:00,17236
2014-09-27 20:24:00,19563
2014-09-27 20:26:00,15130
2014-09-27 20:28:00,17650
2014-09-27 20:30:00,19049
2014-09-27 20:32:00,17547
2014-09-27 20:34:00,16749
2014-09-27 20:36:00,17840
2014-09-27 20:38:00,17437
2014-09-27 20:40:00,17852
2014-09-27 20:42:00,15825
2014-09-27 20:44:00,17139
2014-09-27 20:46:00,14425
2014-09-27 20:48:00,17136
2014-09-27 20:50:00,22694
2014-09-27 20:52:00,17748
2014-09-27 20:54:00,18457
2014-09-27 20:56:00,15827
2014-09-27 20:58:00,16843
2014-09-27 21:00:00,17356
2014-09-27 21:02:00,19052
2014-09-27 21:04:00,17243
2014-09-27 21:06:00,18649
2014-09-27 21:08:00,21277
2014-09-27 21:10:00,18849
2014-09-27 21:12:00,17643
2014-09-27 21:14:00,20472
2014-09-27 21:16:00,18960
2014-09-27 21:18:00,17742
2014-09-27 21:20:00,16639
2014-09-27 21:22:00,17143
2014-09-27 21:24:00,16840
2014-09-27 21:26:00,19348
2014-09-27 21:28:00,17851
2014-09-27 21:30:00,19669
2014-09-27 21:32:00,20169
2014-09-27 21:34:00,19767
2014-09-27 21:36:00,18353
2014-09-27 21:38:00,18959
2014-09-27 21:40:00,17343
2014-09-27 21:42:00,18050
2014-09-27 21:44:00,19153
2014-09-27 21:46:00,19864
2014-09-27 21:48:00,18957
2014-09-27 21:50:00,18759
2014-09-27 21:52:00,17549
2014-09-27 21:54:00,18056
2014-09-27 21:56:00,18655
2014-09-27 21:58:00,19661
2014-09-27 22:00:00,18556
2014-09-27 22:02:00,19752
2014-09-27 22:04:00,16337
2014-09-27 22:06:00,19354
2014-09-27 22:08:00,17845
2014-09-27 22:10:00,19354
2014-09-27 22:12:00,16938
2014-09-27 22:14:00,16944
2014-09-27 22:16:00,20370
2014-09-27 22:18:00,16640
2014-09-27 22:20:00,18160
2014-09-27 22:22:00,13815
2014-09-27 22:24:00,17646
2014-09-27 22:26:00,17050
2014-09-27 22:28:00,18965
2014-09-27 22:30:00,20573
2014-09-27 22:32:00,18347
2014-09-27 22:34:00,17248
2014-09-27 22:36:00,20370
2014-09-27 22:38:00,16736
2014-09-27 22:40:00,18258
2014-09-27 22:42:00,16333
2014-09-27 22:44:00,15827
2014-09-27 22:46:00,14223
2014-09-27 22:48:00,17433
2014-09-27 22:50:00,22085
2014-09-27 22:52:00,16729
2014-09-27 22:54:00,17444
2014-09-27 22:56:00,16943
2014-09-27 22:58:00,16843
2014-09-27 23:00:00,17356
2014-09-27 23:02:00,22478
2014-09-27 23:04:00,18047
2014-09-27 23:06:00,17343
2014-09-27 23:08:00,18453
2014-09-27 23:10:00,19062
2014-09-27 23:12:00,19164
2014-09-27 23:14:00,19258
2014-09-27 23:16:00,15019
2014-09-27 23:18:00,19051
2014-09-27 23:20:00,16234
2014-09-27 23:22:00,17545
2014-09-27 23:24:00,17143
2014-09-27 23:26:00,20370
2014-09-27 23:28:00,18952
2014-09-27 23:30:00,19871
2014-09-27 23:32:00,21272
2014-09-27 23:34:00,20375
2014-09-27 23:36:00,18853
2014-09-27 23:38:00,20573
2014-09-27 23:40:00,18556
2014-09-27 23:42:00,20679
2014-09-27 23:44:00,20069
2014-09-27 23:46:00,19058
2014-09-27 23:48:00,17044
2014-09-27 23:50:00,17339
2014-09-27 23:52:00,17645
2014-09-27 23:54:00,18353
2014-09-27 23:56:00,17856
2014-09-27 23:58:00,17542
2014-09-28 00:00:00,18755
2014-09-28 00:02:00,17741
2014-09-28 00:04:00,14420
2014-09-28 00:06:00,18044
2014-09-28 00:08:00,16440
2014-09-28 00:10:00,18746
2014-09-28 00:12:00,16735
2014-09-28 00:14:00,17442
2014-09-28 00:16:00,20270
2014-09-28 00:18:00,18866
2014-09-28 00:20:00,18858
2014-09-28 00:22:00,15533
2014-09-28 00:24:00,16539
2014-09-28 00:26:00,17859
2014-09-28 00:28:00,19368
2014-09-28 00:30:00,19158
2014-09-28 00:32:00,18144
2014-09-28 00:34:00,15830
2014-09-28 00:36:00,17153
2014-09-28 00:38:00,15738
2014-09-28 00:40:00,17043
2014-09-28 00:42:00,14818
2014-09-28 00:44:00,14015
2014-09-28 00:46:00,13715
2014-09-28 00:48:00,14406
2014-09-28 00:50:00,17346
2014-09-28 00:52:00,14817
2014-09-28 00:54:00,15019
2014-09-28 00:56:00,15837
2014-09-28 00:58:00,17749
2014-09-28 01:00:00,16140
2014-09-28 01:02:00,19250
2014-09-28 01:04:00,16033
2014-09-28 01:06:00,16332
2014-09-28 01:08:00,16438
2014-09-28 01:10:00,15827
2014-09-28 01:12:00,13923
2014-09-28 01:14:00,14719
2014-09-28 01:16:00,10688
2014-09-28 01:18:00,13405
2014-09-28 01:20:00,11991
2014-09-28 01:22:00,13706
2014-09-28 01:24:00,14229
2014-09-28 01:26:00,12712
2014-09-28 01:28:00,15013
2014-09-28 01:30:00,13515
2014-09-28 01:32:00,15628
2014-09-28 01:34:00,15129
2014-09-28 01:36:00,15324
2014-09-28 01:38:00,14217
2014-09-28 01:40:00,15636
2014-09-28 01:42:00,16138
2014-09-28 01:44:00,14926
2014-09-28 01:46:00,12004
2014-09-28 01:48:00,12304
2014-09-28 01:50:00,11391
2014-09-28 01:52:00,11193
2014-09-28 01:54:00,11598
2014-09-28 01:56:00,10494
2014-09-28 01:58:00,10686
2014-09-28 02:00:00,10994
2014-09-28 02:02:00,12103
2014-09-28 02:04:00,10791
2014-09-28 02:06:00,11291
2014-09-28 02:08:00,9788
2014-09-28 02:10:00,11990
2014-09-28 02:12:00,13206
2014-09-28 02:14:00,11592
2014-09-28 02:16:00,13914
2014-09-28 02:18:00,12710
2014-09-28 02:20:00,11292
2014-09-28 02:22:00,10793
2014-09-28 02:24:00,9481
2014-09-28 02:26:00,10190
2014-09-28 02:28:00,10990
2014-09-28 02:30:00,10887
2014-09-28 02:32:00,10385
2014-09-28 02:34:00,9778
2014-09-28 02:36:00,9075
2014-09-28 02:38:00,9484
2014-09-28 02:40:00,10580
2014-09-28 02:42:00,7257
2014-09-28 02:44:00,8475
2014-09-28 02:46:00,8369
2014-09-28 02:48:00,7758
2014-09-28 02:50:00,10594
2014-09-28 02:52:00,9778
2014-09-28 02:54:00,8164
2014-09-28 02:56:00,10487
2014-09-28 02:58:00,9679
2014-09-28 03:00:00,8573
2014-09-28 03:02:00,10790
2014-09-28 03:04:00,8876
2014-09-28 03:06:00,7862
2014-09-28 03:08:00,10390
2014-09-28 03:10:00,7254
2014-09-28 03:12:00,5549
2014-09-28 03:14:00,7460
2014-09-28 03:16:00,6857
2014-09-28 03:18:00,5548
2014-09-28 03:20:00,6048
2014-09-28 03:22:00,6745
2014-09-28 03:24:00,9583
2014-09-28 03:26:00,7565
2014-09-28 03:28:00,7555
2014-09-28 03:30:00,6758
2014-09-28 03:32:00,7361
2014-09-28 03:34:00,7161
2014-09-28 03:36:00,7566
2014-09-28 03:38:00,6348
2014-09-28 03:40:00,7662
2014-09-28 03:42:00,5440
2014-09-28 03:44:00,6253
2014-09-28 03:46:00,5547
2014-09-28 03:48:00,5545
2014-09-28 03:50:00,5445
2014-09-28 03:52:00,6047
2014-09-28 03:54:00,6355
2014-09-28 03:56:00,5144
2014-09-28 03:58:00,6252
2014-09-28 04:00:00,5649
2014-09-28 04:02:00,7059
2014-09-28 04:04:00,6659
2014-09-28 04:06:00,4229
2014-09-28 04:08:00,4742
2014-09-28 04:10:00,6348
2014-09-28 04:12:00,6751
2014-09-28 04:14:00,5749
2014-09-28 04:16:00,5238
2014-09-28 04:18:00,4842
2014-09-28 04:20:00,4232
2014-09-28 04:22:00,5047
2014-09-28 04:24:00,3732
2014-09-28 04:26:00,5649
2014-09-28 04:28:00,3627
2014-09-28 04:30:00,4537
2014-09-28 04:32:00,3936
2014-09-28 04:34:00,5040
2014-09-28 04:36:00,4735
2014-09-28 04:38:00,3934
2014-09-28 04:40:00,4131
2014-09-28 04:42:00,2826
2014-09-28 04:44:00,4034
2014-09-28 04:46:00,4236
2014-09-28 04:48:00,4440
2014-09-28 04:50:00,5446
2014-09-28 04:52:00,4335
2014-09-28 04:54:00,4237
2014-09-28 04:56:00,4031
2014-09-28 04:58:00,3726
2014-09-28 05:00:00,3430
2014-09-28 05:02:00,4942
2014-09-28 05:04:00,4338
2014-09-28 05:06:00,3429
2014-09-28 05:08:00,5143
2014-09-28 05:10:00,3530
2014-09-28 05:12:00,3428
2014-09-28 05:14:00,4032
2014-09-28 05:16:00,5345
2014-09-28 05:18:00,3730
2014-09-28 05:20:00,3227
2014-09-28 05:22:00,3022
2014-09-28 05:24:00,5443
2014-09-28 05:26:00,4236
2014-09-28 05:28:00,3327
2014-09-28 05:30:00,3932
2014-09-28 05:32:00,4332
2014-09-28 05:34:00,3834
2014-09-28 05:36:00,3326
2014-09-28 05:38:00,3423
2014-09-28 05:40:00,3825
2014-09-28 05:42:00,3626
2014-09-28 05:44:00,4234
2014-09-28 05:46:00,3530
2014-09-28 05:48:00,3021
2014-09-28 05:50:00,3927
2014-09-28 05:52:00,3223
2014-09-28 05:54:00,3831
2014-09-28 05:56:00,2621
2014-09-28 05:58:00,3026
2014-09-28 06:00:00,3629
2014-09-28 06:02:00,2819
2014-09-28 06:04:00,3827
2014-09-28 06:06:00,1812
2014-09-28 06:08:00,3226
2014-09-28 06:10:00,3222
2014-09-28 06:12:00,3829
2014-09-28 06:14:00,2519
2014-09-28 06:16:00,3223
2014-09-28 06:18:00,2016
2014-09-28 06:20:00,1709
2014-09-28 06:22:00,3631
2014-09-28 06:24:00,2218
2014-09-28 06:26:00,3024
2014-09-28 06:28:00,2519
2014-09-28 06:30:00,2216
2014-09-28 06:32:00,2722
2014-09-28 06:34:00,3529
2014-09-28 06:36:00,2720
2014-09-28 06:38:00,2622
2014-09-28 06:40:00,3223
2014-09-28 06:42:00,2623
2014-09-28 06:44:00,3530
2014-09-28 06:46:00,3932
2014-09-28 06:48:00,3530
2014-09-28 06:50:00,2419
2014-09-28 06:52:00,2523
2014-09-28 06:54:00,3331
2014-09-28 06:56:00,1915
2014-09-28 06:58:00,3524
2014-09-28 07:00:00,2824
2014-09-28 07:02:00,2517
2014-09-28 07:04:00,3731
2014-09-28 07:06:00,3128
2014-09-28 07:08:00,4031
2014-09-28 07:10:00,3527
2014-09-28 07:12:00,3125
2014-09-28 07:14:00,2720
2014-09-28 07:16:00,4437
2014-09-28 07:18:00,3426
2014-09-28 07:20:00,3627
2014-09-28 07:22:00,3124
2014-09-28 07:24:00,3127
2014-09-28 07:26:00,4334
2014-09-28 07:28:00,3529
2014-09-28 07:30:00,3226
2014-09-28 07:32:00,4535
2014-09-28 07:34:00,4134
2014-09-28 07:36:00,3527
2014-09-28 07:38:00,3827
2014-09-28 07:40:00,3627
2014-09-28 07:42:00,3929
2014-09-28 07:44:00,4738
2014-09-28 07:46:00,3832
2014-09-28 07:48:00,4028
2014-09-28 07:50:00,3122
2014-09-28 07:52:00,3426
2014-09-28 07:54:00,3024
2014-09-28 07:56:00,2824
2014-09-28 07:58:00,3124
2014-09-28 08:00:00,4133
2014-09-28 08:02:00,4736
2014-09-28 08:04:00,4533
2014-09-28 08:06:00,3423
2014-09-28 08:08:00,4232
2014-09-28 08:10:00,3728
2014-09-28 08:12:00,4440
2014-09-28 08:14:00,4031
2014-09-28 08:16:00,5745
2014-09-28 08:18:00,3527
2014-09-28 08:20:00,3428
2014-09-28 08:22:00,3729
2014-09-28 08:24:00,3732
2014-09-28 08:26:00,3628
2014-09-28 08:28:00,4333
2014-09-28 08:30:00,2618
2014-09-28 08:32:00,4939
2014-09-28 08:34:00,4137
2014-09-28 08:36:00,3327
2014-09-28 08:38:00,4235
2014-09-28 08:40:00,4837
2014-09-28 08:42:00,4640
2014-09-28 08:44:00,4641
2014-09-28 08:46:00,5439
2014-09-28 08:48:00,4636
2014-09-28 08:50:00,3431
2014-09-28 08:52:00,4233
2014-09-28 08:54:00,5039
2014-09-28 08:56:00,3426
2014-09-28 08:58:00,4937
2014-09-28 09:00:00,4037
2014-09-28 09:02:00,4636
2014-09-28 09:04:00,5441
2014-09-28 09:06:00,3837
2014-09-28 09:08:00,5646
2014-09-28 09:10:00,5644
2014-09-28 09:12:00,3424
2014-09-28 09:14:00,4536
2014-09-28 09:16:00,5140
2014-09-28 09:18:00,5645
2014-09-28 09:20:00,6047
2014-09-28 09:22:00,4435
2014-09-28 09:24:00,4934
2014-09-28 09:26:00,6451
2014-09-28 09:28:00,6151
2014-09-28 09:30:00,5341
2014-09-28 09:32:00,6754
2014-09-28 09:34:00,5746
2014-09-28 09:36:00,5949
2014-09-28 09:38:00,5644
2014-09-28 09:40:00,4640
2014-09-28 09:42:00,4533
2014-09-28 09:44:00,5341
2014-09-28 09:46:00,5240
2014-09-28 09:48:00,5643
2014-09-28 09:50:00,4437
2014-09-28 09:52:00,5544
2014-09-28 09:54:00,4935
2014-09-28 09:56:00,4844
2014-09-28 09:58:00,5948
2014-09-28 10:00:00,6648
2014-09-28 10:02:00,6756
2014-09-28 10:04:00,6751
2014-09-28 10:06:00,6651
2014-09-28 10:08:00,7761
2014-09-28 10:10:00,5143
2014-09-28 10:12:00,5852
2014-09-28 10:14:00,6858
2014-09-28 10:16:00,7864
2014-09-28 10:18:00,6554
2014-09-28 10:20:00,6253
2014-09-28 10:22:00,6754
2014-09-28 10:24:00,6455
2014-09-28 10:26:00,6657
2014-09-28 10:28:00,6757
2014-09-28 10:30:00,5445
2014-09-28 10:32:00,8266
2014-09-28 10:34:00,5448
2014-09-28 10:36:00,4639
2014-09-28 10:38:00,7060
2014-09-28 10:40:00,6252
2014-09-28 10:42:00,7563
2014-09-28 10:44:00,7159
2014-09-28 10:46:00,7155
2014-09-28 10:48:00,6047
2014-09-28 10:50:00,7462
2014-09-28 10:52:00,6654
2014-09-28 10:54:00,7954
2014-09-28 10:56:00,7864
2014-09-28 10:58:00,7764
2014-09-28 11:00:00,7766
2014-09-28 11:02:00,8468
2014-09-28 11:04:00,7959
2014-09-28 11:06:00,8576
2014-09-28 11:08:00,7563
2014-09-28 11:10:00,8165
2014-09-28 11:12:00,6452
2014-09-28 11:14:00,8573
2014-09-28 11:16:00,7355
2014-09-28 11:18:00,7358
2014-09-28 11:20:00,8257
2014-09-28 11:22:00,6252
2014-09-28 11:24:00,8255
2014-09-28 11:26:00,8973
2014-09-28 11:28:00,10792
2014-09-28 11:30:00,8264
2014-09-28 11:32:00,10586
2014-09-28 11:34:00,8976
2014-09-28 11:36:00,9068
2014-09-28 11:38:00,7056
2014-09-28 11:40:00,7256
2014-09-28 11:42:00,7963
2014-09-28 11:44:00,7654
2014-09-28 11:46:00,7560
2014-09-28 11:48:00,7962
2014-09-28 11:50:00,7861
2014-09-28 11:52:00,9078
2014-09-28 11:54:00,7962
2014-09-28 11:56:00,8677
2014-09-28 11:58:00,10080
2014-09-28 12:00:00,11388
2014-09-28 12:02:00,8161
2014-09-28 12:04:00,11383
2014-09-28 12:06:00,9980
2014-09-28 12:08:00,10385
2014-09-28 12:10:00,8773
2014-09-28 12:12:00,7974
2014-09-28 12:14:00,7662
2014-09-28 12:16:00,9075
2014-09-28 12:18:00,7055
2014-09-28 12:20:00,8467
2014-09-28 12:22:00,8566
2014-09-28 12:24:00,8671
2014-09-28 12:26:00,7767
2014-09-28 12:28:00,9583
2014-09-28 12:30:00,9982
2014-09-28 12:32:00,10380
2014-09-28 12:34:00,8475
2014-09-28 12:36:00,9579
2014-09-28 12:38:00,10083
2014-09-28 12:40:00,8977
2014-09-28 12:42:00,9476
2014-09-28 12:44:00,10074
2014-09-28 12:46:00,7465
2014-09-28 12:48:00,7154
2014-09-28 12:50:00,10183
2014-09-28 12:52:00,7764
2014-09-28 12:54:00,9271
2014-09-28 12:56:00,8972
2014-09-28 12:58:00,10181
2014-09-28 13:00:00,10385
2014-09-28 13:02:00,11192
2014-09-28 13:04:00,11391
2014-09-28 13:06:00,12308
2014-09-28 13:08:00,11390
2014-09-28 13:10:00,10988
2014-09-28 13:12:00,11095
2014-09-28 13:14:00,10494
2014-09-28 13:16:00,8163
2014-09-28 13:18:00,8671
2014-09-28 13:20:00,8058
2014-09-28 13:22:00,9171
2014-09-28 13:24:00,9071
2014-09-28 13:26:00,10487
2014-09-28 13:28:00,10991
2014-09-28 13:30:00,9679
2014-09-28 13:32:00,12706
2014-09-28 13:34:00,9984
2014-09-28 13:36:00,11784
2014-09-28 13:38:00,9073
2014-09-28 13:40:00,10686
2014-09-28 13:42:00,10384
2014-09-28 13:44:00,9375
2014-09-28 13:46:00,9377
2014-09-28 13:48:00,9674
2014-09-28 13:50:00,10681
2014-09-28 13:52:00,10387
2014-09-28 13:54:00,9476
2014-09-28 13:56:00,9982
2014-09-28 13:58:00,12294
2014-09-28 14:00:00,13406
2014-09-28 14:02:00,11289
2014-09-28 14:04:00,12088
2014-09-28 14:06:00,10887
2014-09-28 14:08:00,12402
2014-09-28 14:10:00,13107
2014-09-28 14:12:00,11595
2014-09-28 14:14:00,10484
2014-09-28 14:16:00,10589
2014-09-28 14:18:00,9368
2014-09-28 14:20:00,10178
2014-09-28 14:22:00,9465
2014-09-28 14:24:00,9981
2014-09-28 14:26:00,10478
2014-09-28 14:28:00,11897
2014-09-28 14:30:00,9772
2014-09-28 14:32:00,10177
2014-09-28 14:34:00,11189
2014-09-28 14:36:00,11892
2014-09-28 14:38:00,10388
2014-09-28 14:40:00,10482
2014-09-28 14:42:00,11996
2014-09-28 14:44:00,11586
2014-09-28 14:46:00,8778
2014-09-28 14:48:00,10280
2014-09-28 14:50:00,13409
2014-09-28 14:52:00,10987
2014-09-28 14:54:00,10486
2014-09-28 14:56:00,9672
2014-09-28 14:58:00,10781
2014-09-28 15:00:00,10987
2014-09-28 15:02:00,10793
2014-09-28 15:04:00,12605
2014-09-28 15:06:00,12203
2014-09-28 15:08:00,12800
2014-09-28 15:10:00,10684
2014-09-28 15:12:00,11994
2014-09-28 15:14:00,11691
2014-09-28 15:16:00,8861
2014-09-28 15:18:00,10588
2014-09-28 15:20:00,10373
2014-09-28 15:22:00,12189
2014-09-28 15:24:00,10376
2014-09-28 15:26:00,10284
2014-09-28 15:28:00,11279
2014-09-28 15:30:00,12495
2014-09-28 15:32:00,13609
2014-09-28 15:34:00,12202
2014-09-28 15:36:00,12391
2014-09-28 15:38:00,10586
2014-09-28 15:40:00,11390
2014-09-28 15:42:00,11081
2014-09-28 15:44:00,12089
2014-09-28 15:46:00,10590
2014-09-28 15:48:00,11184
2014-09-28 15:50:00,11389
2014-09-28 15:52:00,10379
2014-09-28 15:54:00,11793
2014-09-28 15:56:00,12390
2014-09-28 15:58:00,12705
2014-09-28 16:00:00,12996
2014-09-28 16:02:00,11799
2014-09-28 16:04:00,11987
2014-09-28 16:06:00,10786
2014-09-28 16:08:00,12703
2014-09-28 16:10:00,13614
2014-09-28 16:12:00,12686
2014-09-28 16:14:00,12708
2014-09-28 16:16:00,11797
2014-09-28 16:18:00,13207
2014-09-28 16:20:00,11494
2014-09-28 16:22:00,13300
2014-09-28 16:24:00,11697
2014-09-28 16:26:00,13908
2014-09-28 16:28:00,14010
2014-09-28 16:30:00,9773
2014-09-28 16:32:00,10584
2014-09-28 16:34:00,12395
2014-09-28 16:36:00,10881
2014-09-28 16:38:00,10086
2014-09-28 16:40:00,11788
2014-09-28 16:42:00,13103
2014-09-28 16:44:00,11894
2014-09-28 16:46:00,12708
2014-09-28 16:48:00,13615
2014-09-28 16:50:00,16128
2014-09-28 16:52:00,13706
2014-09-28 16:54:00,12808
2014-09-28 16:56:00,11491
2014-09-28 16:58:00,12901
2014-09-28 17:00:00,13103
2014-09-28 17:02:00,13008
2014-09-28 17:04:00,11493
2014-09-28 17:06:00,12201
2014-09-28 17:08:00,12703
2014-09-28 17:10:00,9372
2014-09-28 17:12:00,10481
2014-09-28 17:14:00,11382
2014-09-28 17:16:00,11372
2014-09-28 17:18:00,13312
2014-09-28 17:20:00,12786
2014-09-28 17:22:00,12798
2014-09-28 17:24:00,12294
2014-09-28 17:26:00,11692
2014-09-28 17:28:00,14105
2014-09-28 17:30:00,14006
2014-09-28 17:32:00,12191
2014-09-28 17:34:00,14219
2014-09-28 17:36:00,10782
2014-09-28 17:38:00,11592
2014-09-28 17:40:00,12686
2014-09-28 17:42:00,12793
2014-09-28 17:44:00,13287
2014-09-28 17:46:00,10290
2014-09-28 17:48:00,13001
2014-09-28 17:50:00,12090
2014-09-28 17:52:00,10380
2014-09-28 17:54:00,12902
2014-09-28 17:56:00,13393
2014-09-28 17:58:00,12206
2014-09-28 18:00:00,11892
2014-09-28 18:02:00,12090
2014-09-28 18:04:00,12494
2014-09-28 18:06:00,11594
2014-09-28 18:08:00,13100
2014-09-28 18:10:00,13407
2014-09-28 18:12:00,11479
2014-09-28 18:14:00,12209
2014-09-28 18:16:00,12707
2014-09-28 18:18:00,12912
2014-09-28 18:20:00,10187
2014-09-28 18:22:00,13716
2014-09-28 18:24:00,12503
2014-09-28 18:26:00,12606
2014-09-28 18:28:00,13305
2014-09-28 18:30:00,12700
2014-09-28 18:32:00,12508
2014-09-28 18:34:00,14113
2014-09-28 18:36:00,11685
2014-09-28 18:38:00,11187
2014-09-28 18:40:00,11797
2014-09-28 18:42:00,13104
2014-09-28 18:44:00,11189
2014-09-28 18:46:00,13713
2014-09-28 18:48:00,12402
2014-09-28 18:50:00,14211
2014-09-28 18:52:00,13201
2014-09-28 18:54:00,12403
2014-09-28 18:56:00,12305
2014-09-28 18:58:00,12600
2014-09-28 19:00:00,13306
2014-09-28 19:02:00,13196
2014-09-28 19:04:00,11697
2014-09-28 19:06:00,11290
2014-09-28 19:08:00,12803
2014-09-28 19:10:00,9977
2014-09-28 19:12:00,10184
2014-09-28 19:14:00,10881
2014-09-28 19:16:00,12386
2014-09-28 19:18:00,13411
2014-09-28 19:20:00,10973
2014-09-28 19:22:00,11382
2014-09-28 19:24:00,11899
2014-09-28 19:26:00,12398
2014-09-28 19:28:00,13103
2014-09-28 19:30:00,11185
2014-09-28 19:32:00,8766
2014-09-28 19:34:00,12300
2014-09-28 19:36:00,10174
2014-09-28 19:38:00,11486
2014-09-28 19:40:00,11584
2014-09-28 19:42:00,11084
2014-09-28 19:44:00,11487
2014-09-28 19:46:00,10580
2014-09-28 19:48:00,12691
2014-09-28 19:50:00,10675
2014-09-28 19:52:00,10272
2014-09-28 19:54:00,11485
2014-09-28 19:56:00,10371
2014-09-28 19:58:00,10177
2014-09-28 20:00:00,10586
2014-09-28 20:02:00,11785
2014-09-28 20:04:00,11084
2014-09-28 20:06:00,9574
2014-09-28 20:08:00,12485
2014-09-28 20:10:00,12394
2014-09-28 20:12:00,9263
2014-09-28 20:14:00,10587
2014-09-28 20:16:00,12504
2014-09-28 20:18:00,11595
2014-09-28 20:20:00,9270
2014-09-28 20:22:00,11496
2014-09-28 20:24:00,9977
2014-09-28 20:26:00,9477
2014-09-28 20:28:00,10281
2014-09-28 20:30:00,11384
2014-09-28 20:32:00,11190
2014-09-28 20:34:00,12803
2014-09-28 20:36:00,10069
2014-09-28 20:38:00,10076
2014-09-28 20:40:00,8667
2014-09-28 20:42:00,11285
2014-09-28 20:44:00,9878
2014-09-28 20:46:00,11297
2014-09-28 20:48:00,9877
2014-09-28 20:50:00,11587
2014-09-28 20:52:00,9467
2014-09-28 20:54:00,10281
2014-09-28 20:56:00,11801
2014-09-28 20:58:00,10783
2014-09-28 21:00:00,11786
2014-09-28 21:02:00,9363
2014-09-28 21:04:00,9675
2014-09-28 21:06:00,9263
2014-09-28 21:08:00,9775
2014-09-28 21:10:00,9573
2014-09-28 21:12:00,8265
2014-09-28 21:14:00,10676
2014-09-28 21:16:00,9466
2014-09-28 21:18:00,11990
2014-09-28 21:20:00,9867
2014-09-28 21:22:00,9263
2014-09-28 21:24:00,10172
2014-09-28 21:26:00,10376
2014-09-28 21:28:00,10177
2014-09-28 21:30:00,8964
2014-09-28 21:32:00,9168
2014-09-28 21:34:00,9774
2014-09-28 21:36:00,9566
2014-09-28 21:38:00,9974
2014-09-28 21:40:00,8973
2014-09-28 21:42:00,8162
2014-09-28 21:44:00,8771
2014-09-28 21:46:00,9873
2014-09-28 21:48:00,10173
2014-09-28 21:50:00,7249
2014-09-28 21:52:00,8960
2014-09-28 21:54:00,11279
2014-09-28 21:56:00,8357
2014-09-28 21:58:00,8456
2014-09-28 22:00:00,8563
2014-09-28 22:02:00,8364
2014-09-28 22:04:00,8661
2014-09-28 22:06:00,8558
2014-09-28 22:08:00,8557
